title,link,domain,published_date,topic
Angel Gomes breaks silence on Manchester United exit,https://www.manchestereveningnews.co.uk/sport/football/transfer-news/manchester-united-transfers-angel-gomes-18715047,manchestereveningnews.co.uk,2020-08-04 15:32:00,SPORTS
"Mumbai University Admissions 2020: KJ Somaiya merit list awaited- Thakur College, Wilson College list out",https://www.timesnownews.com/education/article/mumbai-university-admissions-2020-first-merit-list-releasing-today-on-mu-ac-in-how-to-check-and-details-here/632594,timesnownews.com,2020-08-06 08:29:36,NATION
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://news.torfx.com/post/2020-08-07_pound-us-dollar-gbp-usd-exchange-rate-tumbles-as-trump-bans-tiktok-and-wechat/,news.torfx.com,2020-08-07 15:56:15,BUSINESS
Proportion of youth with COVID-19 triples in five months: WHO - The Jakarta Post,https://www.thejakartapost.com/news/2020/08/05/proportion-of-youth-with-covid-19-triples-in-five-months-who.html,thejakartapost.com,2020-08-05 07:30:00,HEALTH
"Colorado State football coaches accused of telling players, athletic staff not to reveal COVID-19 symptoms",https://www.foxnews.com/sports/colorado-state-football-coaches-suppress-covid-19-symptoms-accusations,foxnews.com,2020-08-05 12:20:17,SPORTS
Britain encourages at-risk groups to sign up for COVID-19 vaccine trials,https://whtc.com/news/articles/2020/aug/16/britain-encourages-at-risk-groups-to-sign-up-for-covid-19-vaccine-trials/1049681/?refer-section=health,whtc.com,2020-08-16 23:29:13,HEALTH
Bird restrictions in Golden Plains,https://www.bay939.com.au/news/local-news/119780-bird-restrictions-in-golden-plains,bay939.com.au,2020-08-04 22:03:53,HEALTH
Wallet lost in Mumbai local train returned to man after 14 years,https://indianexpress.com/article/trending/trending-in-india/wallet-lost-in-mumbai-local-train-returned-to-man-after-14-years-6547349/,indianexpress.com,2020-08-09 11:21:12,NATION
Zulum: Governors await Buhari’s response on attack,https://thenationonlineng.net/zulum-governors-await-buharis-response-on-attack/,thenationonlineng.net,2020-08-06 03:53:37,NATION
"Valorant Adds New Agent, Deathmatch Mode, Battle Pass, And More In Act 2 This Week",https://www.gamespot.com/articles/valorant-adds-new-agent-deathmatch-mode-battle-pas/1100-6480421/,gamespot.com,2020-08-04 05:08:00,TECHNOLOGY
BBC Radio Host Quits Over Use of Racist Term in News Report,https://www.hollywoodreporter.com/news/bbc-radio-host-quits-use-racist-term-news-report-1306574,hollywoodreporter.com,2020-08-08 20:30:24,ENTERTAINMENT
'World's Most Wanted': Kenya Mistook a Teen for the 'White Widow' and Apologized With a Paid Vacation,https://www.cheatsheet.com/entertainment/worlds-most-wanted-kenya-mistook-a-teen-for-the-white-widow-and-apologized-with-a-paid-vacation.html/,cheatsheet.com,2020-08-05 23:34:03,WORLD
Govt looking into drafting special law to deal with contempt of court cases,https://www.thestar.com.my/news/nation/2020/08/04/govt-looking-into-drafting-special-law-to-deal-with-contempt-of-court-cases,thestar.com.my,2020-08-04 04:44:00,NATION
Gaza strip: Israel launches overnight air strikes at Hamas targets,https://www.geo.tv/latest/302544-gaza-strip-israel-launches-overnight-air-strikes-at-hamas-targets,geo.tv,2020-08-13 03:44:00,WORLD
Ex-producer claims Ellen DeGeneres only likes famous people,https://www.nzherald.co.nz/entertainment/news/article.cfm?c_id=1501119&objectid=12354620,nzherald.co.nz,2020-08-07 02:22:47,ENTERTAINMENT
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.exchange99.com/2020/08/15/global-un-punched-paper-carrier-tape-market-sales-and-revenue-estimates-and-projections-by-type-application-and-by-region-2021-2026/,exchange99.com,2020-08-15 04:14:12,BUSINESS
"The Matrix Trans Allegory Was Purposeful, Says Lilly Wachowski",https://www.slashfilm.com/the-matrix-trans-allegory/,slashfilm.com,2020-08-05 20:30:09,ENTERTAINMENT
"Super Eagles Star, Ahmed And Wife Unveils Face Of Their Newborn Son As They Share First Photo",https://www.ghgossip.com/super-eagles-star-ahmed-and-wife-unveils-face-of-their-newborn-son-as-they-share-first-photo/,ghgossip.com,2020-08-13 13:26:00,SPORTS
Parliament’s joint sitting today,https://www.dawn.com/news/1572849,dawn.com,2020-08-06 01:35:33,NATION
US man dies from the plague,https://www.sunshinecoastdaily.com.au/news/us-man-dies-from-the-plague/4074869/,sunshinecoastdaily.com.au,2020-08-09 08:41:00,HEALTH
"US doing 'very well' against Covid, India has a 'tremendous problem': Trump",https://www.tribuneindia.com/news/nation/us-doing-very-well-against-covid-india-has-a-tremendous-problem-trump-122006,tribuneindia.com,2020-08-04 06:27:00,WORLD
Health experts on Covid-19 decongestion,https://www.chronicle.co.zw/health-experts-on-covid-19-decongestion/,chronicle.co.zw,2020-08-13 00:10:50,WORLD
Bill Gates acknowledges flattening of coronavirus curve in Pakistan,https://www.pakistantoday.com.pk/2020/08/10/bill-gates-acknowledges-flattening-of-coronavirus-curve-in-pakistan/,pakistantoday.com.pk,2020-08-10 21:02:10,WORLD
HBO Max adds disclaimer to Mel Brooks' classic comedy Blazing Saddles,https://www.joblo.com/movie-news/hbo-max-adds-disclaimer-to-mel-brooks-classic-comedy-blazing-saddles,joblo.com,2020-08-13 23:00:00,ENTERTAINMENT
US elections: Progressive Democrats Tlaib and Bush win primaries,https://www.aljazeera.com/news/2020/08/elections-progressive-democrats-tlaib-bush-win-primaries-200805151053441.html,aljazeera.com,2020-08-05 17:21:00,WORLD
Republicans seize on Joe Biden's race blunder | World,https://www.thetimes.co.uk/article/republicans-seize-on-joe-bidens-race-blunder-qjd633hcs,thetimes.co.uk,2020-08-07 23:01:00,WORLD
Zinedine Zidane 'ready for Real Madrid firesale' after European exit with star names under threat,https://www.dailymail.co.uk/sport/football/article-8611301/Zinedine-Zidane-ready-Real-Madrid-firesale-European-exit-star-names-threat.html,dailymail.co.uk,2020-08-10 08:59:15,SPORTS
"U.S. COVID-19 deaths rose 24% last week, but new cases decreased",https://www.cbsnews.com/news/us-covid-19-deaths-rose-24-last-week-new-cases-down-9/,cbsnews.com,2020-08-05 19:25:00,HEALTH
UAE-Israel peace treaty: Phone link between two countries inaugurated,https://www.khaleejtimes.com/news/government/uae-israel-peace-treaty-phone-link-between-two-countries-inaugurated,khaleejtimes.com,2020-08-16 11:28:56,WORLD
"High Rate of Asymptomatic COVID-19 Cases 'Good Thing' for Society, Could Help End Pandemic: Expert",https://www.latestly.com/lifestyle/health-wellness/high-rate-of-asymptomatic-covid-19-cases-good-thing-for-society-could-help-end-pandemic-expert-1955902.html,latestly.com,2020-08-11 08:05:41,HEALTH
Report: Napoli make £18m bid for West Ham and Everton linked Cengiz Under,https://www.hitc.com/en-gb/2020/08/14/report-napoli-make-18m-bid-for-west-ham-and-everton-linked-cengiz-under/,hitc.com,2020-08-14 15:00:00,SPORTS
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.aeresearch.net/weatherstrip-seal-market-268333,aeresearch.net,2020-08-09 10:19:32,BUSINESS
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.forbes.com/sites/christopherbrookins/2020/08/14/microstrategy-just-sent-green-light-to-corporate-america-on-bitcoin/,forbes.com,2020-08-14 13:43:00,BUSINESS
WATCH | Ghosts of Orlando Pirates haunt Kaizer Chiefs coach Ernst Middendorp,https://www.sowetanlive.co.za/sport/soccer/2020-08-14-watch-ghosts-of-orlando-pirates-haunt-kaizer-chiefs-coach-ernst-middendorp/,sowetanlive.co.za,2020-08-14 12:15:00,SPORTS
'Persist': Jimmy Lai says HK needs patient democracy campaign,https://www.smh.com.au/world/asia/persist-jimmy-lai-says-hk-needs-patient-democracy-campaign-20200813-p55lhn.html,smh.com.au,2020-08-13 06:34:00,WORLD
Surface Duo ‘for AT&T’ leaks in up-to-date and official-looking renders [Gallery],https://9to5google.com/2020/08/07/surface-duo-renders/,9to5google.com,2020-08-07 23:10:00,TECHNOLOGY
Covid 19 coronavirus lockdown: Jacinda Ardern says Auckland in level 3 at midday; NZ in level 2,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12355783,nzherald.co.nz,2020-08-11 20:58:44,NATION
Here’s how YOU can join Jennifer Aniston and other ‘The Morning Show’ Emmy nominees for virtual conversation,https://www.goldderby.com/article/2020/jennifer-aniston-the-morning-show-emmy-nominees-virtual-conversation/,goldderby.com,2020-08-17 22:03:00,ENTERTAINMENT
Differences in biomarkers in people with genetic risk of Alzheimer's – study,https://www.irishnews.com/magazine/science/2020/08/17/news/differences-in-biomarkers-in-people-with-genetic-risk-of-alzheimer-s-study-2038806/,irishnews.com,2020-08-17 23:23:21,HEALTH
Saints bounce back against injury-hit Bombers,https://www.theage.com.au/sport/afl/saints-bounce-back-against-injury-hit-bombers-20200816-p55m9o.html,theage.com.au,2020-08-16 08:24:00,SPORTS
"Ondo 2020: How Jegede ran to Mimiko for reconciliation, support",https://www.vanguardngr.com/2020/08/how-jegede-ran-to-mimiko-for-reconciliation-support/,vanguardngr.com,2020-08-05 06:53:00,NATION
Last suppers for city foodie favourites BBQ King and GPO,https://www.dailytelegraph.com.au/subscribe/news/1/?sourceCode=DTWEB_WRE170_a&dest=https%3A%2F%2Fwww.dailytelegraph.com.au%2Fnews%2Fnsw%2Fbbq-king-in-sydneys-chinatown-closes-after-40-years%2Fnews-story%2F86ba85811b53df8202362dfee52739d7&memtype=anonymous&mode=premium&nk=0ede27d835c0928e73ac934432562360-1596751882,dailytelegraph.com.au,2020-08-06 13:30:00,NATION
"PS4 Tops 112 Million Units Sold, PS Plus Subs And Digital Sales Are Way Up",https://www.gamespot.com/articles/ps4-tops-112-million-units-sold-ps-plus-subs-and-d/1100-6480512/,gamespot.com,2020-08-04 14:48:00,TECHNOLOGY
"""You Broke My Heart"": Nishikant Kamat's Lai Bhaari Star Riteish Deshmukh Writes Emotional Farewell Note",https://www.ndtv.com/entertainment/you-broke-my-heart-nishikant-kamats-lai-bhaari-star-riteish-deshmukh-writes-emotional-farewell-note-2280996,ndtv.com,2020-08-17 17:52:52,ENTERTAINMENT
Dreamland: The Glass Animals album that shouldn't have been,https://www.abc.net.au/triplej/news/musicnews/glass-animals-dreamland-shouldnt-have-been-feature/12542380,abc.net.au,2020-08-10 05:56:41,ENTERTAINMENT
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.irishtimes.com/business/technology/wifi-problems-quick-tips-to-get-your-home-internet-out-of-the-slow-lane-1.4320790,irishtimes.com,2020-08-06 04:40:05,BUSINESS
NY Democratic Socialists asks City Council candidates to pledge no Israel visits,https://www.timesofisrael.com/ny-democratic-socialists-asks-city-council-candidates-to-pledge-no-israel-visits/,timesofisrael.com,2020-08-14 15:27:34,NATION
Report Card: Grizz shock Thunder for first bubble win,https://www.grizzlybearblues.com/2020/8/8/21359236/report-card-grizz-shock-thunder-for-first-bubble-win-nba-memphis-oklahoma-city-morant-valanciunas,grizzlybearblues.com,2020-08-08 12:14:53,SPORTS
Jadon Sancho: Manchester United not giving up on transfer despite Borussia Dortmund stance,https://www.skysports.com/football/news/11095/12046603/jadon-sancho-manchester-united-not-giving-up-on-transfer-despite-borussia-dortmund-stance,skysports.com,2020-08-10 19:07:19,SPORTS
Greenland's ice sheet melts beyond point of return: Study,https://www.moneycontrol.com/news/environment/greenlands-ice-sheet-melts-beyond-point-of-return-study-5710961.html,moneycontrol.com,2020-08-16 03:40:00,SCIENCE
Role of the nurse in supporting the safe use of opioids,https://journals.rcni.com/nursing-standard/evidence-and-practice/role-of-the-nurse-in-supporting-the-safe-use-of-opioids-ns.2020.e11534/abs,journals.rcni.com,2020-08-17 07:41:18,HEALTH
"FedEx Cup playoffs guide: Tiger Woods' chances, Brooks Koepka's hole and the sprint for $15 million",https://www.espn.com/golf/story/_/id/29673774/fedex-cup-playoffs-guide-tiger-woods-chances-brooks-koepka-hole-sprint-15-million,espn.com,2020-08-17 12:03:13,SPORTS
Kayaker dies after going missing while kayaking on the Murrumbidgee River south of Canberra,https://www.abc.net.au/news/2020-08-09/kayaker-missing-in-murrumbidgee-river-south-of-canberra/12539452,abc.net.au,2020-08-09 08:34:00,NATION
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.theguardian.com/world/2020/aug/06/new-zealands-4-unemployment-rate-masks-a-deeper-covid-hit-to-the-labour-market,theguardian.com,2020-08-05 23:59:00,BUSINESS
"Vaping linked to risk of COVID-19 in teens, young adults",https://www.news18.com/news/world/vaping-linked-to-risk-of-covid-19-in-teens-young-adults-2781119.html,news18.com,2020-08-12 14:45:02,HEALTH
Galaxy S20 Fan Edition renders show cost-cutting measures,https://www.slashgear.com/galaxy-s20-fan-edition-renders-show-cost-cutting-measures-16633635/,slashgear.com,2020-08-17 01:12:00,TECHNOLOGY
How 'Project Power' Closes Out a Summer Without Superheroes,https://www.hollywoodreporter.com/heat-vision/how-project-power-closes-a-summer-superheroes-1306889,hollywoodreporter.com,2020-08-15 13:15:00,ENTERTAINMENT
DG ISI attends APC on Kashmir situation - Pakistan,https://dunyanews.tv/en/Pakistan/557555-DG-ISI-attends-APC-on-Kashmir-situation,dunyanews.tv,2020-08-04 13:17:00,NATION
Convalescent plasma lowers COVID-19 death risk; exposure to common cold may limit disease severity,https://www.reuters.com/article/us-health-coronavirus-science/convalescent-plasma-lowers-covid-19-death-risk-exposure-to-common-cold-may-limit-disease-severity-idUSKCN2512LI,reuters.com,2020-08-05 17:23:00,HEALTH
Watch: James Nesbitt's words of love and respect at funeral for dad Jim (91),https://www.belfasttelegraph.co.uk/news/northern-ireland/watch-james-nesbitts-words-of-love-and-respect-at-funeral-for-dad-jim-91-39455312.html,belfasttelegraph.co.uk,2020-08-17 11:58:00,ENTERTAINMENT
FC Dallas reveal Cannon received death threats after calling out booing fans,https://www.goal.com/en-au/news/fc-dallas-reveal-cannon-received-death-threats-after-calling-out-/1d9omxc8wz6bv1ewug4mughw4x,goal.com,2020-08-14 13:25:00,SPORTS
Mycobacterium bovis infection of an aortobifemoral bypass graft with Streptococcus intermedius superinfection after intravesical bacillus Calmette-Guérin immunotherapy for bladder cancer.,https://www.urotoday.com/recent-abstracts/urologic-oncology/bladder-cancer/123641-mycobacterium-bovis-infection-of-an-aortobifemoral-bypass-graft-with-streptococcus-intermedius-superinfection-after-intravesical-bacillus-calmette-guerin-immunotherapy-for-bladder-cancer.html,urotoday.com,2020-08-07 07:00:00,HEALTH
The Namibian Newspaper Cup soccer tournament kicks-off,https://www.namibian.com.na/77788/read/The--Namibian-Newspaper-Cup-soccer-tournament-kicks-off,namibian.com.na,2019-04-19 08:52:31,NATION
Coronavirus LIVE updates as Oldham has highest infection rate in the country,https://www.manchestereveningnews.co.uk/news/uk-news/coronavirus-live-updates-oldhams-infection-18748488,manchestereveningnews.co.uk,2020-08-13 09:11:15,HEALTH
"LOW NUMBERS OF INFECTIONS: Covid-19 curve not flattening yet, NCDC warns",https://www.vanguardngr.com/2020/08/low-numbers-of-infections-covid-19-curve-not-flattening-yet-ncdc-warns/,vanguardngr.com,2020-08-09 06:13:00,WORLD
FibroGenesis Reports Breakthrough in Prevention of COVID-19 Blood Clotting,https://www.pharmiweb.com/press-release/2020-08-12/fibrogenesis-reports-breakthrough-in-prevention-of-covid-19-blood-clotting,pharmiweb.com,2020-08-12 17:04:51,HEALTH
Indian police find 11 Pakistani migrants dead in Rajasthan: report,https://www.samaa.tv/news/pakistan/2020/08/indian-police-find-11-pakistani-migrants-dead-in-rajasthan-report/,samaa.tv,2020-08-10 13:32:33,WORLD
‘She is absolutely our No. 1 draft pick’: GOP pines for Rice as Biden VP,https://www.politico.com/news/2020/08/05/republicans-susan-rice-vice-president-391480,politico.com,2020-08-05 08:30:00,NATION
Dwarf planet Ceres an 'ocean world' | Star News,https://www.odt.co.nz/star-news/star-international/dwarf-planet-ceres-ocean-world,odt.co.nz,2020-08-10 23:11:10,SCIENCE
"Yvonne Nelson Takes A Swipe At Gloria Sarfo, Calls Her ""Industry Hater""",https://www.ghgossip.com/yvonne-nelson-takes-a-swipe-at-gloria-sarfo-calls-her-industry-hater/,ghgossip.com,2020-08-06 14:03:00,ENTERTAINMENT
Groenewegen apologizes as Lefevere seeks legal action following Tour of Poland crash,https://www.velonews.com/news/road/groenewegen-apologizes-as-lefevere-seeks-legal-action-following-tour-of-poland-crash/,velonews.com,2020-08-06 14:23:37,SPORTS
Women have gone from holding ground to losing ground,https://www.smh.com.au/national/women-have-gone-from-holding-ground-to-losing-ground-20200813-p55lb8.html,smh.com.au,2020-08-13 14:00:00,WORLD
Millions for new and more efficient Q fever vaccine research,https://www.queenslandcountrylife.com.au/story/6866656/millions-for-new-and-more-efficient-q-fever-vaccine-research/?cs=4698,queenslandcountrylife.com.au,2020-08-07 01:00:00,HEALTH
Twitter apologises to Man United's Jones over online jibe,https://www.the42.ie/twitter-apologises-to-phil-jones-5174435-Aug2020/,the42.ie,2020-08-12 20:22:00,SPORTS
BCA eases conditions to speed up construction restart after dorms cleared of COVID-19,https://sg.news.yahoo.com/bca-eases-conditions-to-speed-up-construction-restart-after-dorms-cleared-of-covid-19-010920258.html,sg.news.yahoo.com,2020-08-13 01:13:41,WORLD
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://northfortynews.com/category/life-in-noco/changes-for-1041-weld-oil-and-gas-location-assessment-code-approved/,northfortynews.com,2020-08-10 20:01:25,BUSINESS
"Apple registers AppleOriginalProductions domain name, no website yet",https://appleinsider.com/articles/20/08/14/apple-registers-appleoriginalproductions-domain-name-no-website-yet,appleinsider.com,2020-08-14 12:51:45,TECHNOLOGY
Samsung just demolished Google's only Android advantage,https://mspoweruser.com/samsung-just-demolished-googles-only-android-advantage/,mspoweruser.com,2020-08-05 17:54:33,TECHNOLOGY
South Africa Rugby gets green light to return to play,https://uk.reuters.com/article/uk-rugby-union-zaf/south-africa-rugby-gets-green-light-to-return-to-play-idUKKCN252277,uk.reuters.com,2020-08-06 14:58:00,SPORTS
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.deccanherald.com/business/business-news/abu-dhabis-mubadala-reports-7-stake-in-virgin-galactic-870877.html,deccanherald.com,2020-08-08 03:08:34,BUSINESS
U.S. coronavirus infections now exceed 5 million,https://www.marketwatch.com/story/us-coronavirus-infections-hit-5-million-2020-08-09,marketwatch.com,2020-08-09 15:51:00,HEALTH
Columbus Crew acquires midfielder Emmanuel Boateng in trade with D.C. United,https://abc6onyourside.com/sports/columbus-crew-sc/columbus-crew-acquires-midfielder-emmanuel-boateng-in-trade-with-dc-united,abc6onyourside.com,2020-08-14 21:00:00,SPORTS
Google Opens Up Android Auto to More Types of Apps,https://www.autoevolution.com/news/google-opens-up-android-auto-to-more-types-of-apps-147288.html,autoevolution.com,2020-08-12 09:40:00,TECHNOLOGY
Kenya nears 700 new coronavirus cases every 24 hours,https://www.nation.co.ke/kenya/news/kenya-recording-700-coronavirus-cases-24-hours-1911278,nation.co.ke,2020-08-03 11:57:48,NATION
"3 keys from Sox series: Basics, 'pen & Vladdy",https://www.mlb.com/news/blue-jays-fall-to-red-sox-in-finale,mlb.com,2020-08-09 20:47:04,SPORTS
Younger people living in Melbourne aged care homes fear for their safety as coronavirus spreads,https://www.abc.net.au/news/2020-08-03/victorian-coronavirus-aged-care-outbreaks-threaten-young-people/12511090,abc.net.au,2020-08-02 20:15:00,NATION
State health officials say Larimer County's COVID-19 variance will stay in place for now,https://www.coloradoan.com/story/news/2020/08/06/coronavirus-colorado-larimer-county-keep-covid-19-state-variance/3314999001/,coloradoan.com,2020-08-06 23:50:51,HEALTH
Covid-19: Face masks now compulsory at outdoor Paris sites,https://www.bbc.com/news/live/world-53719689,bbc.com,2020-08-10 12:11:15,WORLD
WASSCE 2020: WAEC releases time table for exams,https://dailypost.ng/2020/08/04/breaking-wassce-2020-waec-releases-time-table-for-exams/,dailypost.ng,2020-08-04 17:49:54,WORLD
Two COVID-19 patients successfully treated in Da Nang,https://en.vietnamplus.vn/two-covid19-patients-successfully-treated-in-da-nang/180351.vnp,en.vietnamplus.vn,2020-08-16 09:13:00,HEALTH
Japan marks 75 years since end of World War II,https://www.aljazeera.com/news/2020/08/japan-marks-75-years-world-war-ii-200815083940345.html,aljazeera.com,2020-08-15 10:17:00,WORLD
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.theguardian.com/business/2020/aug/06/negative-uk-interest-rates-were-once-unthinkable-but-tough-times-lay-ahead,theguardian.com,2020-08-06 10:45:00,BUSINESS
Zelda: Breath of the Wild Recipe Accidentally Appears In Historical Fiction Novel,https://www.digitalmarketnews.com/zelda-breath-of-the-wild-recipe-accidentally-appears-in-historical-fiction-novel/,digitalmarketnews.com,2020-08-03 10:31:00,TECHNOLOGY
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.theguardian.com/business/2020/aug/13/tui-records-1bn-loss-amid-covid-19-travel-shutdown,theguardian.com,2020-08-13 09:54:00,BUSINESS
World Bank approves $400m projects,https://www.dawn.com/news/1572444/world-bank-approves-400m-projects,dawn.com,2020-08-04 01:45:15,NATION
Coronavirus and South Africa's toxic relationship with alcohol,https://www.bbc.com/news/world-africa-53699712,bbc.com,2020-08-11 00:33:54,WORLD
Golf Story sequel Sports Story delayed,https://www.polygon.com/2020/8/17/21371958/golf-story-sequel-sports-delayed-nintendo-switch,polygon.com,2020-08-17 14:34:18,TECHNOLOGY
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.globenewswire.com/news-release/2020/08/14/2078872/0/en/Sleep-Apnea-Diagnostic-Systems-Anesthesia-and-Respiratory-Devices-Global-Market-Analysis-and-Forecast-Model-COVID-19-market-impact.html,globenewswire.com,2020-08-14 23:43:00,BUSINESS
Apple iPhone 12: Here's Everything We Know So Far About Apple's Upcoming iPhone,https://www.news18.com/news/tech/apple-iphone-12-rumours-cameras-design-display-and-all-other-features-spotted-so-far-2773461.html,news18.com,2020-08-11 04:52:00,TECHNOLOGY
Stylist cut Cardinal pitcher's hair the day he started having COVID-19 symptoms; wasn't contacted after positive test,https://www.kesq.com/news/national-world/2020/08/12/stylist-cut-cardinal-pitchers-hair-the-day-he-started-having-covid-19-symptoms-wasnt-contacted-after-positive-test-2/,kesq.com,2020-08-12 16:15:49,HEALTH
"WWE ThunderDome Announced - ""State Of The Art"" Viewing Experience!",https://whatculture.com/wwe/wwe-thunderdome-announced-34-state-of-the-art-34-viewing-experience,whatculture.com,2020-08-17 13:15:28,ENTERTAINMENT
Google Will Play a Key Role in the Great Fortnite App Store Fight,https://www.bloomberg.com/tosv2.html?vid=&uuid=b667f680-e07a-11ea-90f4-6701d5bb250e&url=L25ld3MvbmV3c2xldHRlcnMvMjAyMC0wOC0xNy9nb29nbGUtd2lsbC1wbGF5LWEta2V5LXJvbGUtaW4tdGhlLWdyZWF0LWZvcnRuaXRlLWFwcC1zdG9yZS1maWdodA==,bloomberg.com,2020-08-17 10:45:00,TECHNOLOGY
"American football schedule 2020: AAC to play eight conference games, as many as 12 games total",https://www.cbssports.com/college-football/news/american-football-schedule-2020-aac-to-play-eight-conference-games-as-many-as-12-games-total/,cbssports.com,2020-08-05 14:25:00,SPORTS
Ellen Pompeo stuck with 'Grey's Anatomy' all this time for the money: 'I’m financially set',https://www.foxnews.com/entertainment/ellen-pompeo-greys-anatomy-money-financially-set,foxnews.com,2020-08-06 12:22:43,ENTERTAINMENT
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://venturebeat.com/2020/08/13/amazon-launches-braket-quantum-computing-service-in-general-availability/,venturebeat.com,2020-08-13 20:20:00,BUSINESS
‘I am madly in love’: The Bachelor’s Locky Gilbert kisses and tells about reality TV dating ahead of new season premiere,https://www.dailytelegraph.com.au/subscribe/news/1/?sourceCode=DTWEB_WRE170_a&dest=https%3A%2F%2Fwww.dailytelegraph.com.au%2Fentertainment%2Ftelevision%2Fi-am-madly-in-love-the-bachelors-locky-gilbert-kisses-and-tells-about-reality-tv-dating-ahead-of-new-season-premiere%2Fnews-story%2Fe009970ab77dda03c72794246469148a&memtype=anonymous&mode=premium&nk=0b77752f2555a28e02b6cfe8626701b4-1596935526,dailytelegraph.com.au,2020-08-08 11:00:00,ENTERTAINMENT
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,http://www.digitaljournal.com/pr/4765632,digitaljournal.com,2020-08-05 19:20:31,BUSINESS
"Nigeria in Turmoil Over China’s Debt-Trap Diplomacy, National Assembly Lawmakers Demand Probe",https://www.latestly.com/agency-news/world-news-nigeria-in-turmoil-over-chinas-debt-trap-diplomacy-1967404.html,latestly.com,2020-08-16 14:43:16,WORLD
"Twitter, TikTok discuss potential combination",https://guardian.ng/news/twitter-tiktok-discuss-potential-combination/,guardian.ng,2020-08-09 04:20:00,WORLD
Hyper Scape Is Out Now: Season 1 Patch Notes Add Story Content,https://www.gamespot.com/articles/hyper-scape-is-out-now-season-1-patch-notes-add-st/1100-6480785/,gamespot.com,2020-08-11 13:26:00,TECHNOLOGY
"Michael Jordan Game-Worn Sneakers Sell for US$615,000, a New Auction Record",https://www.barrons.com/articles/michael-jordan-game-worn-sneakers-sell-for-us-615-000-a-new-auction-record-01597441904,barrons.com,2020-08-14 21:52:00,ENTERTAINMENT
Reading FC boss gives update on Ovie Ejaria future,https://www.getreading.co.uk/sport/football/transfer-news/reading-fc-boss-gives-update-18785012,getreading.co.uk,2020-08-17 16:48:00,SPORTS
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.igamingbusiness.com/news/betby-granted-mga-supplier-licence,igamingbusiness.com,2020-08-10 10:15:14,BUSINESS
BBNaija: “Nothing Happened” – Ka3na Denies Sleeping With Praise (VIDEO),https://www.ghgossip.com/bbnaija-nothing-happened-ka3na-denies-sleeping-with-praise-video/,ghgossip.com,2020-08-04 12:14:00,ENTERTAINMENT
"Exclusive: Lulu Wang to Direct ‘Like Father, Like Son’ English-Language Remake for Focus",https://observer.com/2020/08/lulu-wang-like-father-like-son-remake-focus-features-info-details/,observer.com,2020-08-12 15:03:28,ENTERTAINMENT
"Clark: Naming Rail Stations after Awolowo, Jonathan Demeaning",https://www.thisdaylive.com/index.php/2020/08/07/clark-naming-rail-stations-after-awolowo-jonathan-demeaning/,thisdaylive.com,2020-08-07 03:30:29,NATION
#HealthBytes: How can you boost your immunity this monsoon,https://www.newsbytesapp.com/timeline/lifestyle/64500/303706/how-to-boost-your-immunity-in-monsoon,newsbytesapp.com,2020-08-11 13:12:25,HEALTH
Living Life To The Fullest When You Have Chronic Pain,https://www.longevitylive.com/guest-posts/live-life-full-chronic-pain/,longevitylive.com,2020-08-04 15:56:00,HEALTH
Gaming app Loco witnesses spike in daily active users,https://www.livemint.com/technology/tech-news/gaming-app-loco-witnesses-spike-in-daily-active-users-11597307189159.html,livemint.com,2020-08-13 08:49:19,TECHNOLOGY
"Coronavirus cases top 6 million in Latin America, region worst-hit by pandemic",https://globalnews.ca/news/7277355/coronavirus-latin-america-cases/,globalnews.ca,2020-08-15 05:05:54,WORLD
"Shilpa Shetty's ""Happiness"" Essentials Include Son Viaan Raj Kundra And...",https://www.ndtv.com/entertainment/shilpa-shettys-happiness-essentials-include-son-viaan-raj-kundra-and-2274215,ndtv.com,2020-08-04 16:22:39,ENTERTAINMENT
Constitutional Court ruling signals end of the road for wife killer Rob Packham,https://www.news24.com/news24/southafrica/news/constitutional-court-ruling-signals-end-of-the-road-for-wife-killer-rob-packham-20200805,news24.com,2020-08-05 18:30:05,NATION
Juventus make Zinedine Zidane their No 1 choice to replace Maurizio Sarri,https://www.dailymail.co.uk/sport/football/article-8607279/Juventus-make-Zinedine-Zidane-No-1-choice-replace-sacked-Maurizio-Sarri.html,dailymail.co.uk,2020-08-08 13:46:50,SPORTS
